Time [s],P1 [kPa],P2 [kPa],P3 [kPa]
54.25,44.11677663466766,7.672103283443777,84.71112424114132
54.26,78.16184751850871,2.994846728481452,55.34330753548876
54.27,89.73709849566238,27.564372827986286,19.198527512799608
54.28,70.86460064743864,64.48258989168149,1.152806809587699
54.29,34.5248385779826,88.33522952665572,13.639930239679991
54.300000000000004,5.739739861406707,82.68703014506197,48.073231132210594
54.31,4.345976161175472,51.41593243361033,80.73809521250426
54.32,31.316911007931104,16.063233572151987,89.11985993070324
54.33,68.07016403987625,1.0015430257338163,67.42829569760777
54.34,89.26170634913969,16.62827465011691,30.610018769480458
54.35,80.26372583244644,52.17640015990812,4.059871600378985
54.36,47.27220621553603,83.12145408445227,6.106337437378602
54.370000000000005,13.052842329137599,88.09731523564986,35.34984253907431
54.38,1.2374360889867873,63.65553219265467,71.60703477727333
54.39,19.99897992506288,26.667904201022036,89.83312043523476
54.4,56.386058341773094,2.6897685484468967,77.42417668191094
54.410000000000004,85.25235677389469,8.303310649462174,42.94433335066502
54.42,86.63240621964586,39.64030454653049,10.22728733496073
54.43,59.5587993524514,75.03492880413182,1.9062692459517643
54.44,22.753064619627718,89.99627249589913,23.750662047030723
54.45,1.688417104273795,74.1583028673575,60.65328219238706
54.46,10.958392668931555,38.47377642349162,87.06783523670363
54.47,44.15590249424873,7.651501522948175,84.69260014056877
54.480000000000004,78.28910524909512,3.0508232991727477,55.160073219323294
54.49,89.69931576765833,27.8727982425634,18.927884804082126
54.5,70.46451112640281,64.92021119100355,1.1152750279598593
54.51,33.91178602223062,88.50260697097701,14.085605387113647
54.52,5.394530935049186,82.2515673783136,48.85390288888097
54.53,4.7091668904978015,50.491895495994086,81.29894146688284
54.54,32.34440464482365,15.262240612746956,88.89335923540911
54.550000000000004,69.12009079427519,1.0287239545693556,66.35118792706538
54.56,89.49051240372435,17.689796297545413,29.31969096217091
54.57,79.29103516841252,53.68060560379101,3.5283567764246717
